event_id,ts,college_id,student_id,event_type,company,ctc_lpa,branch
COL-DL01-INT-000349,2026-05-22 19:19:47,COL-DL01,COL-DL01-S0259,interview_scheduled,Argento Fintech,,ECE
COL-JP03-APP-000024,2026-05-22 19:26:19,COL-JP03,COL-JP03-S0038,application_submitted,,,ECE
COL-PN02-APP-000199,2026-05-22 20:23:28,COL-PN02,COL-PN02-S0266,application_submitted,,,Mech
COL-DL01-INT-000361,2026-05-22 21:27:11,COL-DL01,COL-DL01-S0029,interview_scheduled,Quillhouse Media,,Civil
COL-DL01-INT-000464,2026-05-22 21:59:58,COL-DL01,COL-DL01-S0077,interview_scheduled,Kelvin Manufacturing,,CSE
COL-PN02-APP-000228,2026-05-22 22:48:24,COL-PN02,COL-PN02-S0137,application_submitted,,,Mech
COL-DL01-INT-000585,2026-05-22 23:10:31,COL-DL01,COL-DL01-S0369,interview_completed,Tarna Systems,,Mech
COL-DL01-INT-000552,2026-05-23 02:35:24,COL-DL01,COL-DL01-S0242,interview_completed,Quillhouse Media,,IT
COL-JP03-APP-000168,2026-05-23 03:06:03,COL-JP03,COL-JP03-S0205,application_submitted,,,CSE
COL-DL01-INT-000498,2026-05-23 03:14:04,COL-DL01,COL-DL01-S0257,interview_completed,Voltbase,,Civil
COL-KN05-APP-000079,2026-05-23 03:17:08,COL-KN05,COL-KN05-S0013,application_submitted,,,IT
COL-JP03-INT-000283,2026-05-23 03:50:31,COL-JP03,COL-JP03-S0074,interview_completed,Quillhouse Media,,Civil
COL-DL01-INT-000513,2026-05-23 03:51:19,COL-DL01,COL-DL01-S0285,interview_completed,Kelvin Manufacturing,,IT
COL-PN02-APP-000115,2026-05-23 04:01:23,COL-PN02,COL-PN02-S0264,application_submitted,,,Civil
COL-PN02-APP-000143,2026-05-23 04:50:41,COL-PN02,COL-PN02-S0229,application_submitted,,,Mech
COL-BH04-APP-000075,2026-05-23 04:59:14,COL-BH04,COL-BH04-S0087,application_submitted,,,IT
COL-PN02-APP-000044,2026-05-23 05:14:31,COL-PN02,COL-PN02-S0194,application_submitted,,,IT
COL-PN02-INT-000373,2026-05-23 07:03:53,COL-PN02,COL-PN02-S0224,interview_scheduled,Quillhouse Media,,CSE
COL-JP03-INT-000189,2026-05-23 08:08:23,COL-JP03,COL-JP03-S0017,interview_scheduled,Ferrolytics,,Civil
COL-PN02-APP-000139,2026-05-23 09:31:52,COL-PN02,COL-PN02-S0373,application_submitted,,,Mech
COL-PN02-APP-000089,2026-05-23 12:58:08,COL-PN02,COL-PN02-S0190,application_submitted,,,CSE
COL-PN02-INT-000334,2026-05-23 14:11:47,COL-PN02,COL-PN02-S0072,interview_scheduled,Tarna Systems,,ECE
COL-JP03-INT-000198,2026-05-23 15:21:50,COL-JP03,COL-JP03-S0190,interview_scheduled,Paperlane HR Tech,,Mech
COL-PN02-APP-000026,2026-05-23 15:59:20,COL-PN02,COL-PN02-S0378,application_submitted,,,ECE
COL-JP03-PLA-000394,2026-05-23 16:03:36,COL-JP03,COL-JP03-S0095,placement_confirmed,Brightloom Analytics,8.2,CSE
COL-DL01-APP-000188,2026-05-23 16:19:41,COL-DL01,COL-DL01-S0295,application_submitted,,,IT
COL-BH04-APP-000117,2026-05-23 19:01:42,COL-BH04,COL-BH04-S0178,application_submitted,,,Mech
COL-PN02-INT-000392,2026-05-23 20:04:25,COL-PN02,COL-PN02-S0222,interview_scheduled,Quillhouse Media,,CSE
COL-PN02-INT-000350,2026-05-23 20:07:23,COL-PN02,COL-PN02-S0296,interview_scheduled,Voltbase,,CSE
COL-DL01-INT-000545,2026-05-23 20:08:23,COL-DL01,COL-DL01-S0379,interview_completed,Northgate Retail,,CSE
COL-BH04-APP-000063,2026-05-23 20:08:31,COL-BH04,COL-BH04-S0113,application_submitted,,,Civil
COL-DL01-APP-000055,2026-05-23 20:53:23,COL-DL01,COL-DL01-S0147,application_submitted,,,ECE
COL-KN05-INT-000128,2026-05-23 21:18:29,COL-KN05,COL-KN05-S0010,interview_scheduled,Kelvin Manufacturing,,IT
COL-PN02-PLA-000585,2026-05-23 21:32:09,COL-PN02,COL-PN02-S0169,placement_confirmed,Brightloom Analytics,5.9,IT
COL-KN05-INT-000185,2026-05-23 21:57:23,COL-KN05,COL-KN05-S0055,interview_completed,Voltbase,,Mech
COL-BH04-INT-000207,2026-05-23 22:23:06,COL-BH04,COL-BH04-S0110,interview_completed,Tarna Systems,,CSE
COL-DL01-INT-000452,2026-05-23 23:44:20,COL-DL01,COL-DL01-S0300,interview_scheduled,Paperlane HR Tech,,CSE
COL-KN05-INT-000175,2026-05-24 00:31:49,COL-KN05,COL-KN05-S0040,interview_completed,Northgate Retail,,CSE
COL-PN02-APP-000100,2026-05-24 00:32:05,COL-PN02,COL-PN02-S0140,application_submitted,,,Mech
COL-DL01-APP-000192,2026-05-24 00:36:40,COL-DL01,COL-DL01-S0167,application_submitted,,,CSE
COL-JP03-APP-000000,2026-05-24 00:45:58,COL-JP03,COL-JP03-S0139,application_submitted,,,ECE
COL-DL01-APP-000227,2026-05-24 00:57:48,COL-DL01,COL-DL01-S0098,application_submitted,,,ECE
COL-PN02-INT-000354,2026-05-24 01:00:25,COL-PN02,COL-PN02-S0273,interview_scheduled,Northgate Retail,,ECE
COL-DL01-OFF-000703,2026-05-24 01:02:36,COL-DL01,COL-DL01-S0287,offer_extended,Sundeck Logistics,13.2,Civil
COL-BH04-INT-000137,2026-05-24 01:32:32,COL-BH04,COL-BH04-S0055,interview_scheduled,Argento Fintech,,Civil
COL-PN02-PLA-000582,2026-05-24 01:32:47,COL-PN02,COL-PN02-S0005,placement_confirmed,Paperlane HR Tech,6.7,ECE
COL-DL01-APP-000218,2026-05-24 02:04:38,COL-DL01,COL-DL01-S0257,application_submitted,,,IT
COL-JP03-INT-000220,2026-05-24 02:15:55,COL-JP03,COL-JP03-S0052,interview_scheduled,Tarna Systems,,ECE
COL-JP03-APP-000157,2026-05-24 02:28:05,COL-JP03,COL-JP03-S0109,application_submitted,,,IT
COL-DL01-INT-000539,2026-05-24 02:55:59,COL-DL01,COL-DL01-S0211,interview_completed,Paperlane HR Tech,,CSE
COL-DL01-APP-000288,2026-05-24 03:32:51,COL-DL01,COL-DL01-S0152,application_submitted,,,Mech
COL-DL01-INT-000314,2026-05-24 03:37:33,COL-DL01,COL-DL01-S0010,interview_scheduled,Sundeck Logistics,,ECE
COL-DL01-INT-000392,2026-05-24 04:28:35,COL-DL01,COL-DL01-S0392,interview_scheduled,Tarna Systems,,Mech
COL-PN02-INT-000475,2026-05-24 04:29:13,COL-PN02,COL-PN02-S0096,interview_completed,Kelvin Manufacturing,,Mech
COL-PN02-INT-000451,2026-05-24 05:00:26,COL-PN02,COL-PN02-S0024,interview_completed,Paperlane HR Tech,,Mech
COL-PN02-APP-000188,2026-05-24 05:05:23,COL-PN02,COL-PN02-S0222,application_submitted,,,Mech
COL-PN02-INT-000324,2026-05-24 05:29:51,COL-PN02,COL-PN02-S0352,interview_scheduled,Sundeck Logistics,,Mech
COL-DL01-INT-000480,2026-05-24 05:37:15,COL-DL01,COL-DL01-S0066,interview_scheduled,Tarna Systems,,Mech
COL-JP03-INT-000192,2026-05-24 05:45:03,COL-JP03,COL-JP03-S0145,interview_scheduled,Brightloom Analytics,,CSE
COL-PN02-APP-000207,2026-05-24 05:52:12,COL-PN02,COL-PN02-S0193,application_submitted,,,ECE
COL-PN02-INT-000523,2026-05-24 05:59:16,COL-PN02,COL-PN02-S0150,interview_completed,Northgate Retail,,Civil
COL-DL01-OFF-000685,2026-05-24 06:08:49,COL-DL01,COL-DL01-S0211,offer_extended,Voltbase,5.6,CSE
COL-DL01-INT-000608,2026-05-24 06:19:25,COL-DL01,COL-DL01-S0007,interview_completed,Brightloom Analytics,,ECE
COL-DL01-INT-000540,2026-05-24 06:33:20,COL-DL01,COL-DL01-S0208,interview_completed,Paperlane HR Tech,,Civil
COL-PN02-APP-000117,2026-05-24 06:41:41,COL-PN02,COL-PN02-S0013,application_submitted,,,Mech
COL-DL01-APP-000205,2026-05-24 06:48:28,COL-DL01,COL-DL01-S0374,application_submitted,,,IT
COL-PN02-INT-000514,2026-05-24 07:20:53,COL-PN02,COL-PN02-S0190,interview_completed,Argento Fintech,,CSE
COL-KN05-INT-000138,2026-05-24 07:38:28,COL-KN05,COL-KN05-S0005,interview_scheduled,Kelvin Manufacturing,,CSE
COL-DL01-INT-000576,2026-05-24 07:40:37,COL-DL01,COL-DL01-S0118,interview_completed,Brightloom Analytics,,Civil
COL-BH04-APP-000037,2026-05-24 07:43:05,COL-BH04,COL-BH04-S0026,application_submitted,,,Mech
COL-PN02-APP-000141,2026-05-24 08:22:43,COL-PN02,COL-PN02-S0048,application_submitted,,,IT
COL-DL01-OFF-000682,2026-05-24 08:54:55,COL-DL01,COL-DL01-S0291,offer_extended,Argento Fintech,11.6,Mech
COL-KN05-OFF-000208,2026-05-24 08:58:30,COL-KN05,COL-KN05-S0103,offer_extended,Kelvin Manufacturing,3.3,Civil
COL-BH04-INT-000253,2026-05-24 09:35:12,COL-BH04,COL-BH04-S0115,interview_completed,Ferrolytics,,Mech
COL-DL01-OFF-000719,2026-05-24 09:44:54,COL-DL01,COL-DL01-S0056,offer_extended,Ferrolytics,7.5,Mech
COL-JP03-INT-000289,2026-05-24 09:54:02,COL-JP03,COL-JP03-S0105,interview_completed,Sundeck Logistics,,CSE
COL-PN02-OFF-000553,2026-05-24 10:34:31,COL-PN02,COL-PN02-S0228,offer_extended,Sundeck Logistics,11.4,Civil
COL-DL01-INT-000591,2026-05-24 11:20:38,COL-DL01,COL-DL01-S0256,interview_completed,Brightloom Analytics,,ECE
COL-PN02-APP-000222,2026-05-24 11:24:12,COL-PN02,COL-PN02-S0028,application_submitted,,,IT
COL-KN05-OFF-000211,2026-05-24 11:37:32,COL-KN05,COL-KN05-S0117,offer_extended,Northgate Retail,12.7,Mech
COL-PN02-APP-000057,2026-05-24 11:46:13,COL-PN02,COL-PN02-S0092,application_submitted,,,IT
COL-JP03-APP-000052,2026-05-24 11:58:57,COL-JP03,COL-JP03-S0220,application_submitted,,,ECE
COL-PN02-INT-000515,2026-05-24 14:27:48,COL-PN02,COL-PN02-S0111,interview_completed,Northgate Retail,,ECE
COL-DL01-APP-000296,2026-05-24 15:12:57,COL-DL01,COL-DL01-S0203,application_submitted,,,ECE
COL-BH04-OFF-000260,2026-05-24 15:14:08,COL-BH04,COL-BH04-S0050,offer_extended,Quillhouse Media,3.5,Civil
COL-PN02-INT-000340,2026-05-24 17:18:42,COL-PN02,COL-PN02-S0150,interview_scheduled,Ferrolytics,,Civil
COL-DL01-APP-000232,2026-05-24 17:37:40,COL-DL01,COL-DL01-S0400,application_submitted,,,Mech
COL-KN05-APP-000032,2026-05-24 18:47:16,COL-KN05,COL-KN05-S0116,application_submitted,,,ECE
COL-BH04-APP-000059,2026-05-24 19:25:43,COL-BH04,COL-BH04-S0018,application_submitted,,,CSE
COL-KN05-APP-000065,2026-05-24 19:38:34,COL-KN05,COL-KN05-S0042,application_submitted,,,Civil
COL-PN02-INT-000494,2026-05-24 20:48:43,COL-PN02,COL-PN02-S0338,interview_completed,Brightloom Analytics,,Civil
COL-KN05-INT-000123,2026-05-24 21:32:51,COL-KN05,COL-KN05-S0082,interview_scheduled,Ferrolytics,,IT
COL-PN02-INT-000317,2026-05-24 21:40:35,COL-PN02,COL-PN02-S0172,interview_scheduled,Kelvin Manufacturing,,Mech
COL-DL01-INT-000345,2026-05-24 21:50:11,COL-DL01,COL-DL01-S0260,interview_scheduled,Ferrolytics,,Civil
COL-DL01-INT-000370,2026-05-24 23:18:55,COL-DL01,COL-DL01-S0028,interview_scheduled,Brightloom Analytics,,CSE
COL-JP03-APP-000133,2026-05-24 23:20:19,COL-JP03,COL-JP03-S0019,application_submitted,,,ECE
COL-DL01-INT-000369,2026-05-25 01:26:37,COL-DL01,COL-DL01-S0413,interview_scheduled,Northgate Retail,,Mech
COL-DL01-APP-000217,2026-05-25 01:39:36,COL-DL01,COL-DL01-S0334,application_submitted,,,Mech
COL-DL01-INT-000636,2026-05-25 02:07:44,COL-DL01,COL-DL01-S0077,interview_completed,Quillhouse Media,,CSE
COL-PN02-INT-000505,2026-05-25 03:33:31,COL-PN02,COL-PN02-S0363,interview_completed,Tarna Systems,,Mech
COL-BH04-APP-000020,2026-05-25 04:13:27,COL-BH04,COL-BH04-S0167,application_submitted,,,Civil
COL-PN02-APP-000064,2026-05-25 04:21:10,COL-PN02,COL-PN02-S0151,application_submitted,,,IT
COL-DL01-INT-000619,2026-05-25 05:18:26,COL-DL01,COL-DL01-S0245,interview_completed,Paperlane HR Tech,,CSE
COL-DL01-PLA-000745,2026-05-25 06:41:19,COL-DL01,COL-DL01-S0362,placement_confirmed,Sundeck Logistics,4.0,IT
COL-DL01-INT-000514,2026-05-25 07:25:10,COL-DL01,COL-DL01-S0212,interview_completed,Paperlane HR Tech,,IT
COL-PN02-INT-000260,2026-05-25 07:49:10,COL-PN02,COL-PN02-S0097,interview_scheduled,Tarna Systems,,ECE
COL-DL01-INT-000548,2026-05-25 09:09:38,COL-DL01,COL-DL01-S0277,interview_completed,Argento Fintech,,ECE
COL-DL01-INT-000330,2026-05-25 10:58:58,COL-DL01,COL-DL01-S0407,interview_scheduled,Voltbase,,Mech
COL-BH04-APP-000076,2026-05-25 11:17:46,COL-BH04,COL-BH04-S0003,application_submitted,,,Civil
COL-DL01-OFF-000716,2026-05-25 12:53:44,COL-DL01,COL-DL01-S0030,offer_extended,Northgate Retail,3.5,Civil
COL-DL01-INT-000449,2026-05-25 14:51:04,COL-DL01,COL-DL01-S0185,interview_scheduled,Argento Fintech,,CSE
COL-PN02-APP-000204,2026-05-25 15:01:13,COL-PN02,COL-PN02-S0056,application_submitted,,,Civil
COL-PN02-INT-000275,2026-05-25 15:12:22,COL-PN02,COL-PN02-S0078,interview_scheduled,Paperlane HR Tech,,ECE
COL-DL01-INT-000373,2026-05-25 15:19:11,COL-DL01,COL-DL01-S0284,interview_scheduled,Voltbase,,Mech
COL-DL01-APP-000064,2026-05-25 15:24:05,COL-DL01,COL-DL01-S0063,application_submitted,,,Mech
COL-DL01-INT-000422,2026-05-25 15:37:33,COL-DL01,COL-DL01-S0007,interview_scheduled,Quillhouse Media,,IT
COL-PN02-INT-000292,2026-05-25 16:02:49,COL-PN02,COL-PN02-S0351,interview_scheduled,Kelvin Manufacturing,,Mech
COL-JP03-INT-000268,2026-05-25 16:04:54,COL-JP03,COL-JP03-S0083,interview_scheduled,Brightloom Analytics,,Civil
COL-KN05-APP-000044,2026-05-25 16:11:12,COL-KN05,COL-KN05-S0071,application_submitted,,,Civil
COL-JP03-INT-000351,2026-05-25 17:54:44,COL-JP03,COL-JP03-S0016,interview_completed,Ferrolytics,,CSE
COL-KN05-INT-000142,2026-05-25 18:15:45,COL-KN05,COL-KN05-S0031,interview_scheduled,Brightloom Analytics,,IT
COL-JP03-INT-000266,2026-05-25 18:16:21,COL-JP03,COL-JP03-S0222,interview_scheduled,Voltbase,,Mech
COL-PN02-INT-000368,2026-05-25 19:31:12,COL-PN02,COL-PN02-S0082,interview_scheduled,Sundeck Logistics,,CSE
COL-PN02-INT-000343,2026-05-25 20:00:14,COL-PN02,COL-PN02-S0229,interview_scheduled,Sundeck Logistics,,IT
COL-JP03-INT-000336,2026-05-25 20:32:07,COL-JP03,COL-JP03-S0198,interview_completed,Quillhouse Media,,Civil
COL-KN05-INT-000087,2026-05-25 20:44:57,COL-KN05,COL-KN05-S0015,interview_scheduled,Tarna Systems,,CSE
COL-DL01-APP-000172,2026-05-25 20:46:08,COL-DL01,COL-DL01-S0066,application_submitted,,,IT
COL-JP03-INT-000350,2026-05-25 20:54:35,COL-JP03,COL-JP03-S0067,interview_completed,Argento Fintech,,Mech
COL-PN02-INT-000280,2026-05-25 21:25:12,COL-PN02,COL-PN02-S0046,interview_scheduled,Sundeck Logistics,,ECE
COL-PN02-INT-000366,2026-05-25 22:13:40,COL-PN02,COL-PN02-S0107,interview_scheduled,Kelvin Manufacturing,,CSE
COL-DL01-INT-000518,2026-05-25 22:35:37,COL-DL01,COL-DL01-S0126,interview_completed,Ferrolytics,,IT
COL-BH04-INT-000135,2026-05-25 23:01:14,COL-BH04,COL-BH04-S0029,interview_scheduled,Sundeck Logistics,,Mech
COL-KN05-INT-000096,2026-05-25 23:36:36,COL-KN05,COL-KN05-S0119,interview_scheduled,Argento Fintech,,ECE
COL-JP03-INT-000263,2026-05-26 00:06:32,COL-JP03,COL-JP03-S0252,interview_scheduled,Kelvin Manufacturing,,IT
COL-DL01-APP-000079,2026-05-26 01:03:34,COL-DL01,COL-DL01-S0156,application_submitted,,,Civil
COL-DL01-APP-000290,2026-05-26 01:06:34,COL-DL01,COL-DL01-S0258,application_submitted,,,IT
COL-PN02-OFF-000565,2026-05-26 01:09:13,COL-PN02,COL-PN02-S0028,offer_extended,Tarna Systems,5.0,IT
COL-JP03-APP-000074,2026-05-26 03:19:49,COL-JP03,COL-JP03-S0187,application_submitted,,,IT
COL-BH04-INT-000173,2026-05-26 03:42:29,COL-BH04,COL-BH04-S0184,interview_scheduled,Voltbase,,IT
COL-BH04-OFF-000268,2026-05-26 04:56:11,COL-BH04,COL-BH04-S0040,offer_extended,Northgate Retail,5.6,ECE
COL-JP03-APP-000010,2026-05-26 05:20:09,COL-JP03,COL-JP03-S0196,application_submitted,,,IT
COL-PN02-INT-000477,2026-05-26 05:35:58,COL-PN02,COL-PN02-S0002,interview_completed,Ferrolytics,,CSE
COL-PN02-PLA-000600,2026-05-26 06:59:46,COL-PN02,COL-PN02-S0255,placement_confirmed,Argento Fintech,10.2,ECE
COL-DL01-INT-000492,2026-05-26 07:07:40,COL-DL01,COL-DL01-S0137,interview_scheduled,Tarna Systems,,CSE
COL-JP03-APP-000108,2026-05-26 07:44:17,COL-JP03,COL-JP03-S0210,application_submitted,,,IT
COL-JP03-INT-000259,2026-05-26 07:52:22,COL-JP03,COL-JP03-S0124,interview_scheduled,Northgate Retail,,Civil
COL-DL01-APP-000194,2026-05-26 07:53:09,COL-DL01,COL-DL01-S0186,application_submitted,,,ECE
COL-PN02-INT-000429,2026-05-26 08:19:52,COL-PN02,COL-PN02-S0169,interview_completed,Quillhouse Media,,ECE
COL-JP03-INT-000212,2026-05-26 08:33:38,COL-JP03,COL-JP03-S0191,interview_scheduled,Northgate Retail,,CSE
COL-DL01-APP-000045,2026-05-26 08:45:32,COL-DL01,COL-DL01-S0392,application_submitted,,,CSE
COL-JP03-APP-000162,2026-05-26 08:53:15,COL-JP03,COL-JP03-S0054,application_submitted,,,Mech
COL-DL01-INT-000465,2026-05-26 09:24:15,COL-DL01,COL-DL01-S0267,interview_scheduled,Brightloom Analytics,,ECE
COL-DL01-APP-000187,2026-05-26 09:35:38,COL-DL01,COL-DL01-S0301,application_submitted,,,ECE
COL-DL01-INT-000647,2026-05-26 09:35:44,COL-DL01,COL-DL01-S0322,interview_completed,Argento Fintech,,Mech
COL-JP03-OFF-000379,2026-05-26 12:26:00,COL-JP03,COL-JP03-S0133,offer_extended,Sundeck Logistics,10.0,Civil
COL-JP03-INT-000256,2026-05-26 12:32:31,COL-JP03,COL-JP03-S0026,interview_scheduled,Sundeck Logistics,,CSE
COL-BH04-OFF-000261,2026-05-26 13:16:57,COL-BH04,COL-BH04-S0066,offer_extended,Argento Fintech,11.1,IT
COL-DL01-INT-000570,2026-05-26 13:58:06,COL-DL01,COL-DL01-S0080,interview_completed,Quillhouse Media,,CSE
COL-PN02-INT-000418,2026-05-26 14:25:23,COL-PN02,COL-PN02-S0201,interview_completed,Brightloom Analytics,,Civil
COL-DL01-APP-000149,2026-05-26 14:27:40,COL-DL01,COL-DL01-S0270,application_submitted,,,IT
COL-JP03-APP-000116,2026-05-26 15:36:58,COL-JP03,COL-JP03-S0203,application_submitted,,,IT
COL-DL01-INT-000577,2026-05-26 16:08:31,COL-DL01,COL-DL01-S0233,interview_completed,Argento Fintech,,ECE
COL-DL01-INT-000410,2026-05-26 16:30:43,COL-DL01,COL-DL01-S0143,interview_scheduled,Paperlane HR Tech,,IT
COL-DL01-INT-000646,2026-05-26 16:34:51,COL-DL01,COL-DL01-S0393,interview_completed,Ferrolytics,,Mech
COL-DL01-INT-000424,2026-05-26 18:24:19,COL-DL01,COL-DL01-S0165,interview_scheduled,Argento Fintech,,ECE
COL-KN05-APP-000015,2026-05-26 18:34:50,COL-KN05,COL-KN05-S0003,application_submitted,,,ECE
COL-DL01-APP-000120,2026-05-26 19:31:05,COL-DL01,COL-DL01-S0336,application_submitted,,,IT
COL-PN02-INT-000502,2026-05-26 20:13:29,COL-PN02,COL-PN02-S0377,interview_completed,Quillhouse Media,,IT
COL-JP03-APP-000005,2026-05-26 20:48:35,COL-JP03,COL-JP03-S0020,application_submitted,,,CSE
COL-PN02-INT-000485,2026-05-26 21:10:17,COL-PN02,COL-PN02-S0311,interview_completed,Paperlane HR Tech,,ECE
COL-PN02-APP-000060,2026-05-26 22:01:40,COL-PN02,COL-PN02-S0214,application_submitted,,,ECE
COL-DL01-INT-000593,2026-05-26 22:15:52,COL-DL01,COL-DL01-S0183,interview_completed,Argento Fintech,,IT
COL-BH04-INT-000132,2026-05-26 22:53:59,COL-BH04,COL-BH04-S0090,interview_scheduled,Sundeck Logistics,,Mech
COL-DL01-APP-000253,2026-05-26 23:04:36,COL-DL01,COL-DL01-S0108,application_submitted,,,IT
COL-JP03-APP-000027,2026-05-26 23:27:10,COL-JP03,COL-JP03-S0150,application_submitted,,,Mech
COL-PN02-INT-000348,2026-05-26 23:41:13,COL-PN02,COL-PN02-S0185,interview_scheduled,Argento Fintech,,ECE
COL-PN02-INT-000413,2026-05-27 00:10:20,COL-PN02,COL-PN02-S0060,interview_completed,Paperlane HR Tech,,CSE
COL-DL01-APP-000307,2026-05-27 00:45:48,COL-DL01,COL-DL01-S0181,application_submitted,,,IT
COL-PN02-INT-000360,2026-05-27 01:10:36,COL-PN02,COL-PN02-S0255,interview_scheduled,Ferrolytics,,ECE
COL-DL01-APP-000176,2026-05-27 01:11:52,COL-DL01,COL-DL01-S0297,application_submitted,,,Mech
COL-DL01-APP-000001,2026-05-27 01:52:37,COL-DL01,COL-DL01-S0241,application_submitted,,,Civil
COL-BH04-APP-000043,2026-05-27 03:31:17,COL-BH04,COL-BH04-S0073,application_submitted,,,Civil
COL-DL01-PLA-000784,2026-05-27 03:33:03,COL-DL01,COL-DL01-S0285,placement_confirmed,Voltbase,3.7,IT
COL-PN02-APP-000151,2026-05-27 04:21:43,COL-PN02,COL-PN02-S0015,application_submitted,,,CSE
COL-KN05-INT-000145,2026-05-27 07:37:43,COL-KN05,COL-KN05-S0026,interview_scheduled,Brightloom Analytics,,IT
COL-KN05-INT-000097,2026-05-27 07:48:04,COL-KN05,COL-KN05-S0068,interview_scheduled,Voltbase,,IT
COL-JP03-INT-000352,2026-05-27 07:55:45,COL-JP03,COL-JP03-S0191,interview_completed,Sundeck Logistics,,CSE
COL-PN02-INT-000362,2026-05-27 08:20:23,COL-PN02,COL-PN02-S0346,interview_scheduled,Quillhouse Media,,CSE
COL-DL01-APP-000042,2026-05-27 08:32:38,COL-DL01,COL-DL01-S0117,application_submitted,,,Civil
COL-JP03-APP-000170,2026-05-27 10:17:17,COL-JP03,COL-JP03-S0025,application_submitted,,,IT
COL-JP03-INT-000226,2026-05-27 10:32:40,COL-JP03,COL-JP03-S0251,interview_scheduled,Tarna Systems,,IT
COL-BH04-INT-000160,2026-05-27 10:49:44,COL-BH04,COL-BH04-S0178,interview_scheduled,Northgate Retail,,Mech
COL-BH04-PLA-000276,2026-05-27 11:35:25,COL-BH04,COL-BH04-S0095,placement_confirmed,Argento Fintech,6.3,ECE
COL-DL01-APP-000301,2026-05-27 11:53:44,COL-DL01,COL-DL01-S0002,application_submitted,,,Mech
COL-KN05-PLA-000228,2026-05-27 12:00:08,COL-KN05,COL-KN05-S0114,placement_confirmed,Tarna Systems,3.4,ECE
COL-DL01-INT-000428,2026-05-27 13:30:12,COL-DL01,COL-DL01-S0233,interview_scheduled,Voltbase,,Mech
COL-BH04-APP-000015,2026-05-27 15:24:47,COL-BH04,COL-BH04-S0176,application_submitted,,,Civil
COL-DL01-APP-000138,2026-05-27 15:56:46,COL-DL01,COL-DL01-S0062,application_submitted,,,Mech
COL-DL01-INT-000642,2026-05-27 16:07:06,COL-DL01,COL-DL01-S0383,interview_completed,Brightloom Analytics,,ECE
COL-DL01-INT-000348,2026-05-27 18:05:49,COL-DL01,COL-DL01-S0087,interview_scheduled,Ferrolytics,,Mech
COL-PN02-INT-000330,2026-05-27 18:48:34,COL-PN02,COL-PN02-S0104,interview_scheduled,Paperlane HR Tech,,IT
COL-DL01-INT-000615,2026-05-27 19:47:41,COL-DL01,COL-DL01-S0181,interview_completed,Northgate Retail,,CSE
COL-DL01-INT-000490,2026-05-27 20:27:58,COL-DL01,COL-DL01-S0074,interview_scheduled,Paperlane HR Tech,,Civil
COL-BH04-APP-000069,2026-05-27 22:04:39,COL-BH04,COL-BH04-S0177,application_submitted,,,ECE
COL-KN05-INT-000119,2026-05-27 22:12:02,COL-KN05,COL-KN05-S0042,interview_scheduled,Quillhouse Media,,CSE
COL-DL01-APP-000207,2026-05-27 22:35:32,COL-DL01,COL-DL01-S0087,application_submitted,,,IT
COL-BH04-APP-000116,2026-05-27 22:38:47,COL-BH04,COL-BH04-S0024,application_submitted,,,IT
COL-DL01-APP-000100,2026-05-28 00:20:21,COL-DL01,COL-DL01-S0038,application_submitted,,,IT
COL-DL01-INT-000502,2026-05-28 00:56:21,COL-DL01,COL-DL01-S0385,interview_completed,Voltbase,,Mech
COL-DL01-APP-000095,2026-05-28 01:04:29,COL-DL01,COL-DL01-S0245,application_submitted,,,ECE
COL-KN05-APP-000023,2026-05-28 02:25:56,COL-KN05,COL-KN05-S0011,application_submitted,,,ECE
COL-PN02-APP-000167,2026-05-28 02:48:32,COL-PN02,COL-PN02-S0324,application_submitted,,,Mech
COL-JP03-INT-000318,2026-05-28 02:53:51,COL-JP03,COL-JP03-S0208,interview_completed,Northgate Retail,,CSE
COL-KN05-INT-000114,2026-05-28 04:09:59,COL-KN05,COL-KN05-S0117,interview_scheduled,Brightloom Analytics,,Civil
COL-JP03-INT-000200,2026-05-28 04:35:57,COL-JP03,COL-JP03-S0005,interview_scheduled,Argento Fintech,,Civil
COL-DL01-APP-000238,2026-05-28 05:16:44,COL-DL01,COL-DL01-S0288,application_submitted,,,IT
COL-KN05-INT-000182,2026-05-28 05:23:42,COL-KN05,COL-KN05-S0005,interview_completed,Voltbase,,Mech
COL-JP03-APP-000036,2026-05-28 05:44:22,COL-JP03,COL-JP03-S0043,application_submitted,,,Civil
COL-KN05-INT-000171,2026-05-28 05:45:44,COL-KN05,COL-KN05-S0029,interview_completed,Brightloom Analytics,,Mech
COL-KN05-APP-000085,2026-05-28 05:49:47,COL-KN05,COL-KN05-S0086,application_submitted,,,Mech
COL-PN02-INT-000397,2026-05-28 07:18:34,COL-PN02,COL-PN02-S0077,interview_scheduled,Quillhouse Media,,ECE
COL-JP03-INT-000357,2026-05-28 07:39:50,COL-JP03,COL-JP03-S0194,interview_completed,Voltbase,,IT
COL-DL01-PLA-000751,2026-05-28 08:54:55,COL-DL01,COL-DL01-S0291,placement_confirmed,Argento Fintech,11.6,IT
COL-DL01-INT-000391,2026-05-28 08:55:27,COL-DL01,COL-DL01-S0256,interview_scheduled,Ferrolytics,,ECE
COL-DL01-INT-000320,2026-05-28 09:00:32,COL-DL01,COL-DL01-S0049,interview_scheduled,Ferrolytics,,ECE
